x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;y;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72
1221757,09;100148;58945;737;0;1065;473;1180;27113;7048;3587;2072;90570;7471;24;11;68303;210;65231;1947;42;845;67457;42;804;1631;94,78329111;92,53824978;98,67109607;96,82265896;81,01952587;94,64273739;96,49615892;103,61128;94,91224964;95,41817797;907176;467036;325569;98491;680435;95853;89825;6028;1101;9663;5836;2715;830;282;59519147,64;4007680,277;44583706,49;2479133,616;2427965,833;1950664,391;4069997,032;125,4731817;118090,6775;150;281175;929213,7547;1149492,885;415706,12;18865,903;302478,7737;758125,75;549502,11;468600,006;3692;71894;3507122;454,9352252
1349609,588;36148;21335;29;171;107;131;1273;5740;4568;2794;984;29880;5067;213;4;93303;280;90335;1595;196;897;92255;196;852;2031;87,02712325;105,4452269;100,8760916;85,98732378;25,97092537;92,23377418;105,2772634;71,56613659;76,78570222;94,21314791;1167302;583361;471302;101395;673294;128757;123788;4969;2012;20403;17697;1156;1528;22;89204993,62;5031363,452;54050419,23;3499844,113;4084420,438;17094705,93;5444240,463;118,4215536;113331,183;150;281175;1067077,18;808426,211;533230,642;25290;347100;789368;377110,36;361925,031;4503;69498;3331073;526,1508742
1264094,684;28678;11695;22;0;295;278;2067;2074;10704;1543;528;16883;11042;224;1;74322;55;72139;1137;88;903;73376;88;858;2028;81,95369481;95,25762449;93,36456094;90,886722;8,572276102;86,89072835;84,26754103;92,13999087;69,80939984;94,63364991;1167452;469251;625535;66267;693607;89958;85596;4362;1223;7568;2318;850;797;3603;107615083;6117894,082;62969430,1;4454941,887;4186920,998;23640054,99;6245840,956;115,5953701;111852,862;150;279881;841812;595333,35;552722;34959;334006;679784;301241,35;122114;4837;68252;3171563;591,1040094
1265764,236;8520;745;0;125;0;30;1233;878;4758;751;34;3182;5152;146;6;57943;77;55497;1840;130;399;57438;130;375;1812;83,26061161;72,39867106;105,2830233;97,39348739;18,93287309;87,10200954;81,32121891;80,77652824;67,17762743;94,29306714;1509020;537405;870933;92454;751283;43197;38069;5128;536;7893;3561;2081;2046;205;119374801,9;7097665,76;71976100,05;5250332,164;4225176,552;23776082,65;7049444,732;123,6836495;121751,32;150;279881;1003227,62;728077,09;384413;40022;304399;802607;493841,71;130457;5716;83502;3471002;512,3203375
1388729,082;9163;2;0;82;0;0;2974;12;4390;1703;279;3407;5207;267;3;16273;0;13164;2273;49;787;15530;49;694;1738;90,03287166;73,31230224;109,8650058;93,42111106;64,54586688;92,80088685;99,93525819;80,51758702;69,72878654;97,30072237;1645375;501687;1018308;111582;736671;81715;73751;7964;1335;18088;6647;2798;8500;143;131634564,2;7889213,089;81741726,79;5936559,733;4274935,669;23929834,17;7862294,767;121,9741664;122162,0155;150;279881;972459,2;1089737,66;586026;36287;400469;785258;382895,86;493574;4338;79028;3328741;579,7683107
1271423,639;3991;0;0;0;0;0;1766;0;144;2081;1105;1914;880;75;17;2899;0;2852;1;15;31;2853;15;31;1888;79,90073235;56,13512068;92,16950123;72,63593196;85,88921381;85,94404057;110,343157;55,17820639;81,6223534;102,1132969;1580782;464480;999615;94232;681518;87471;82791;4680;1165;15127;11700;476;2645;306;145051625,2;9022043,406;92123969,85;6711385,998;4577438,594;24066574,34;8550213,019;118,1728925;121474,9458;151;281381;859483,21;787766,51;537965;35270;307522;760605;265558,72;313564;5159;77030;3381591;482,1053918
1280085,462;6712;0;0;0;0;0;3145;0;3;3564;3064;3343;137;161;7;8632;0;10;2139;0;1088;7993;0;639;1862;91,66211677;70,51431765;93,33990179;94,89782902;115,8095434;90,14860203;110,7195142;84,86309189;34,58025521;103,9503961;1558247;274717;1158127;96626;683113;123573;118655;4918;1841;14807;3311;10380;991;125;161508695,3;10498493,97;103196983,6;7876351,008;6222133,533;24244136,81;9470596,428;124,4010225;128488,4197;151;281381;720152,28;1080225,54;347474;24086;227028;678831;324402,82;570116;4810;82062;3429558;357,9495603
1178848,993;39768;20260;238;1767;476;262;1782;10272;26;4685;3810;35353;446;156;3;4492;0;804;2344;17;1303;3902;17;573;1902;83,29759841;66,39903115;98,83810412;67,95134504;98,40671917;75,69886293;126,2566251;83,81209084;50,98659102;108,8206025;1336642;159186;1046260;96305;632972;86131;77447;8684;1117;65591;46003;1984;16812;792;185385796,9;14259458,05;116513744,6;8513237,352;11433982,65;24392614,61;10272759,6;111,1168553;117341,3759;151;281381;888505,33;961690,026;357425;30953;250077,486;803713;340956,87;455448;5021;83828;3321389;429,1653222
977669,8181;17900;23;2;11110;0;60;1703;159;30;4813;3925;13396;474;103;2;48929;1118;45354;1784;36;637;48380;36;513;1934;88,55516598;75,98414709;83,71004364;87,23692052;107,6673872;92,17281834;110,2479473;71,538847;69,9116277;109,3109539;1246295;257628;812118;133832;714791;151864;143825;8039;2176;23247;11773;7138;4149;187;247400971,9;29397583,62;148070260,8;12033133,36;17062824,58;29038556,69;11798612,88;142,558127;151049,9193;152;284528;892619,94;1054120,81;405816;45099;300798;669363;348826,75;627753;4584;67470;3663461;435,0681473
840940,784;22718,396;0;0;17551,49;0,05;0;1646,834;0;959,596;2560,426;1892,035;19370,424;1426,758;23,055;6,124;82295,792;0;80260,981;1701,702;132,129;200,98;81969,864;132,129;193,799;1882;87,59175271;84,68382985;64,69403124;96,28682189;100,3476925;86,45821844;102,3770136;71,14167237;76,20605297;115,1609447;1192246;337617;659940;145240;706040;21395;15766;5629;279;14129;9544;1641;668;2276;0;0;0;0;0;0;0;108,8782487;117417,9551;152;284528;735111,15;1061347,59;334586;31284;200584;662186;450661,74;483027;4114;79526;4149369;617,8734426
425450,6861;13102,637;0,046;0,009;6106,7;0,023;0,3;915,567;2,142;3188,986;2888,864;2112,006;7282,716;3670,173;32,531;5,211;114997,484;3046,961;110197,256;1549,831;88,774;114,662;114808,751;88,774;99,959;2214;83,05851058;92,85177505;67,44795788;84,40705258;87,28345801;74,53649987;77,62591672;83,26221914;75,95738557;121,2067692;1102467;305247;591792;165536;647600;44418;39606;4812;686;11289;6727;859;2342;1361;6591536,353;365275,906;2384477,739;1639321,907;1559859,056;223524,292;408737,453;110,4103354;119612,8896;152;284528;985001,45;829210,5;372803;43842;304406;770509;232912,95;506384;4834;77666;3706575;423,3023143
984664,2334;245630,139;35170,895;7037,879;176,098;257,796;280,935;1497,057;194592,704;3867,061;2749,714;1613,655;239686,856;4288,929;33,739;6,96;100217,655;2459,064;95018,003;1929,683;180,039;630,866;99412,922;180,039;624,694;2584;100,3329765;128,3460795;83,75908001;107,4727506;76,17175377;96,75017598;109,9880351;86,16414609;50,51114771;127,0130556;1043110;401309;476749;127326;691231;52655;48015;4640;768;16345;7497;1598;3168;4082;31942872,81;1875746,029;20567089,49;2365570,227;4874842,84;335426,087;1913858,135;117,2152326;127758,2977;152;284528;929867;935217;420474;28022;265103;846686;142247;611048;5677;88654;3517162;524,7999831
1038829,027;173984,126;46107,671;13695,907;87,685;489,724;521,804;1922,529;96459,107;12001,921;2697,778;1018,074;160633,607;12278,78;42,917;10,748;97479,602;1957,855;93026,962;1430,431;139,896;924,458;96453,508;139,896;886,198;2238;103,7835699;118,5552515;81,05867;110,6392867;122,5450226;92,33680065;91,69187009;84,72643315;61,82645585;130,4418955;811676;403931;293645;89396;671209;61213;56142;5071;868;19530;13771;563;3797;1399;60039824,5;3259961,044;41203072,86;3589796,96;5623595,239;3229255,878;3123802,522;114,9027202;126051,9416;152;284528;755449;818600;436524;19247;202295;749126;110858;511770;3864;79370;3140881;554,9394762
972265,3907;91635,512;40388,511;1670,532;1210,223;1268,184;443,876;654,528;38583,547;5526,488;1889,623;377,1;85360,608;5864,145;28,298;5,361;93590,183;663,076;90196,591;1501,568;134,973;1093,975;92513,482;134,973;941,728;1943;105,0862816;117,7215569;95,81093126;112,8676098;103,1762023;91,13238435;77,41264781;102,1720334;55,87178625;136,4588102;845244;412581;295790;118500;716198;32770;22944;9826;418;22141;7733;3883;9882;643;75650465,32;3804250,852;52924553,35;4708042,457;6097547,891;3651352,751;4442158,017;107,5615395;118596,862;152;284528;1099736;1091786;508634;31910;239571;937416;446533;568002;4867;97310;3089153;548,3827802
1132067,715;40903,901;23981,129;163,799;1402,897;140,704;140,235;1220,206;7282,477;5509,731;1062,723;182,331;34885,422;5812,732;20,318;3,098;81617,37;630,439;77007,743;1325,753;135,151;1879,285;80598,492;135,151;883,727;1837;104,6785471;112,8856429;88,41489205;120,1253358;97,36621843;93,04109827;77,00795095;87,93022915;75,09793799;138,6374866;1110138;286963;695327;115792;730366;75952;70809;5143;1133;15678;8115;1524;3297;2742;92946466,55;5884975,757;62745062,81;5394322,426;6463155,372;6948487,397;5487902,784;111,2209907;122695,1723;152;284528;1057019;1047564;459361;34978;298874;904816;433610;467283;4826;106670;2804548;471,6077205
1197917,589;18375,74;6075,908;0;91,46;73,056;9,785;1625,438;1809,873;7720,744;969,476;143,94;10011,959;8180,249;36,11;3,482;24403,811;252,376;21545,282;1300,266;164,042;1141,845;23206,122;164,042;1033,647;2180;104,9777786;67,48673559;93,71722514;136,4817685;118,5106571;97,28733582;67,45754769;97,5529615;74,0005688;138,7313191;1553668;171300;1294835;74238;758491;31277;24265;7012;423;16763;8962;5357;1662;782;108948989,4;7398246,928;74947344,67;6325487,157;6497910,878;7180066,055;6577373,728;114,4548553;126784,1827;152;284528;1218430;1000348;478824;36829;328583;1061035;350555;478605;5433;124844;3215247;491,9704248
1217589,191;5610,388;0,072;0;0;0;0;1650,671;5,159;3270,331;684,155;106,215;1793,206;3651,4;55,619;3,948;3999,047;0;883,54;1813,408;33,834;1268,265;2987,777;33,834;977,436;2144;106,6152136;78,38684013;93,70761373;144,2368071;103,0638114;100,4351374;67,61534152;90,20486084;53,32993472;138,1259622;1700162;274233;1327254;77394;764594;69051;63575;5476;885;42280;32187;7768;1937;388;124386452,2;9699571,1;83565972,5;7963209,02;6780165,925;7490110,618;8864777,105;109,1460713;121419,3156;152;284528;827783,586;1191341,643;416638,974;36089,92;463468,17;848678,769;309773,29;397205;4750;119118;3054632;601,5461473
1039315,703;1764,944;0,039;0;17,28;0;0;694,784;0,136;467,037;585,668;116,078;803,492;813,685;24,794;6,895;44,494;0;0;0,129;0;44,365;0,129;0;44,365;2021;101,1428355;79,9515702;81,42978218;128,5428995;112,2474878;90,7516453;54,43912497;83,07334019;98,99087163;137,8778303;1640011;182133;1333779;93277;719465;51712;45882;5830;722;11952;5483;2787;2139;1543;139048543,6;11113541,37;95010894,18;8464910,538;6803126,527;7595833,84;10025841,23;116,1624321;128770,9353;152;285203;1317303;667858;331219;19344;301864;982397;426811;274089;3592;93366;3078645;444,812798
1260001,75;2338,299;0,066;0;49,659;0,014;0;765,317;0,078;491,307;1031,858;384,29;1185,759;728,534;35,443;4,273;3902,079;0;0,021;1982,89;30,843;1566,144;3095,699;30,843;775,537;2149;102,8280793;70,92075429;93,5314814;127,3827118;111,6270387;95,54224063;79,73161205;80,81105179;87,08327735;139,4830211;1520480;211451;1125896;134780;707271;35724;30307;5417;460;8918;2941;991;4326;660;152642492,1;12198808,54;105391815,8;9103451,886;6831900,631;7789062,302;11293056,99;110,9663856;124148,2426;152;285203;964616;946575;481029;24768;347362;867478;316481;379870;4330;93202;3199506;477,5256635
1193455,855;61168,504;22648,111;622,241;17303,514;314,893;747,594;1471,655;16592,235;58,827;1409,434;827,098;60022,246;292,127;24,482;2,551;25405,273;366,237;21617,581;2617,728;57,104;746,623;24715,965;57,104;632,204;2244;99,59066944;80,99802057;93,77490796;113,4744549;106,4154605;91,52010165;77,17450391;103,9329141;73,43265053;134,4985375;1433977;131527;1140980;102231;681777;112131;105111;7020;1515;30427;8632;15683;3623;2489;172675637,7;14884216,83;119523636,9;9947914,795;7926068,2;8076881,091;12282523,88;106,660172;120097,7224;154;295191;1015238,109;847315,2955;373212,541;35145;181160,367;1023855,386;222238,67;435298,981;5947;109372;3091956;406,1818656
1105798,107;18952,786;3442,189;215,838;4893,755;240,208;168,74;703,036;6324,316;14,192;2950,512;2204,318;16158,461;542,121;45,248;2,638;68465,755;1750,926;63928,863;1861,368;95,015;829,583;67829,905;95,015;540,835;2089;100,568336;79,99156061;83,23610287;146,2521008;62,4490112;97,57681798;78,21929135;75,97267973;77,70799611;128,4180691;1237237;144096;887777;134206;715118;87363;80862;6501;1150;17855;15642;367;1410;436;226045339,6;21664555,98;153922920,9;12147062,38;9697800,492;13847908,61;14719774,16;140,4588003;155985,0718;152;292244;1258635,648;697236,1925;492497,661;30312,266;255186,3201;900248,022;459348;341089,498;4333;90600;3435311;378,6105234
1051679,8;31485,599;0,026;0,007;26292,998;5,225;0;845,14;0,048;651,593;3690,562;1516,387;28946,435;997,61;20,998;4,169;124206,827;5199,416;117060,289;1279,822;88,569;578,731;123960,258;88,569;158;2135;107,9460523;120,8773421;76,63860863;137,227842;105,8711807;96,60913356;80,59348196;76,30703362;63,21637422;121,5393582;1320237;272974;813241;159815;708906;37358;33644;3714;434;22563;16669;1332;3677;885;0;0;0;0;0;0;0;106,2267124;120104,5483;152;292244;1045550,542;1009472,048;379574,3;41930,284;294598,405;1010393,665;341795,61;408234,91;4206;108926;3751892;508,583726
1039404,272;19478,463;0,091;0,006;4824,738;0,25;0,001;1436,221;5,498;9137,405;4074,253;1907,862;7933,893;9594,435;37,051;5,222;124778,79;4870,082;118058,805;1177,332;76,317;596,254;124624,913;76,317;77,56;2234;108,8363416;116,9008671;86,26600433;143,9706922;92,06544689;91,46216133;75,23358475;69,08258525;71,80755972;116,9722241;1194735;371137;645679;115682;691126;27264;20841;6423;397;27316;8905;858;17333;220;15930383,28;468932,534;10309823,02;1914628,195;2374710,489;226480,518;635808,523;111,4294933;126194,1561;151;290483;991671,7025;672361,9965;371893,156;34199,611;281628,316;968521,179;44007,5;369876,704;3639;108308;3947938;405,2045351
1234892,53;109101,884;33601,495;4363,685;2767,349;275,307;515,598;1905,115;51781,559;10756,374;3135,402;1391,802;96456,98;11200,461;41,488;11,153;108918,884;4815,451;101778,466;1600,035;117,477;607,455;108493,338;117,477;308,069;2415;108,1091454;125,4500175;86,14005277;126,9433836;115,1394842;103,7980149;72,97695119;74,78886683;49,10144177;112,8490634;1150844;358976;581314;154240;695198;68122;62399;5723;996;14672;5463;509;8462;238;38301868,48;1778915,715;27976150,9;3397479,998;3339628,086;571973,048;1237446,847;122,5154409;137781,5008;151;290483;1045695;846527;407839;34149;169066;1068163;206247;448746;4530;117732;3398014;396,3565365
1234824,416;43691,743;19553,34;1124,316;2258,145;385,42;308,596;410,374;6571,341;10703,875;2376,336;856,109;31828,412;10979,066;25,352;2,804;133943,286;10030,08;120248,782;1307,66;276,81;1951,268;132630,281;276,81;1036,195;2115;110,3278022;128,8722331;87,00688803;134,0804148;102,7853784;98,06347928;67,42314314;65,98326168;96,50855711;108,8841557;884576;351361;414694;82788;678716;51933;46474;5459;760;22394;11193;7672;2162;1367;66957833,12;4390566,29;48169903,56;5532870,555;3860800,653;2852616,998;2148451,181;104,683992;119183,7941;151;290483;603475;582864;348717;14170;205519;537631;73410;369779;2078;63614;2954555;398,0559839
1178852,506;55544,835;35007,964;204,688;1665,782;1480,043;344,101;852,638;5869,425;7934,622;2185,572;566,423;46554,198;8341,857;49,063;33,294;95724,241;8867,171;83077,052;1500,97;175,374;1838,41;94475,449;175,374;1073,418;2071;96,34831549;113,6673933;89,09583131;101,7306953;84,77169214;88,62139843;71,4692807;78,71709867;81,77064079;105,9149029;1061532;232883;744340;58804;706983;21970;14762;7208;348;10795;7578;687;2473;57;90910310,26;7075153,792;65330302,85;6572535,389;5698557,424;3450531,325;2780605,589;108,7403084;124422,0488;152;293483;999235;571709;518970;33374;258191;789220;271498;252035;3900;90042;2890825;346,5017227
1005065,978;4667,357;2342,348;20,966;0;55,319;24,981;834,83;410,422;264,045;714,446;212,925;3888,893;533,095;28,28;4,164;33522,407;401,257;30964,09;1304,656;118,667;733,737;32915,838;118,667;487,902;1869;88,98592018;76,90553975;71,6255806;111,2383293;106,2191612;84,86725033;44,22802579;59,63239905;68,55252142;102,6973309;1483879;155352;1168419;145669;742489;37087;32237;4850;568;60797;4877;406;55144;370;115021291,8;11889105,64;80687489,4;7610017,256;6660117,096;4022937,087;4149001,478;113,3668203;130089,7161;151;292983;1023976;573159;299830;42983;276466;876711;251197;192761;4288;92714;2674780;420,6312877
1186476,588;22675,103;5528,42;8,992;692,998;74,926;397,054;1270,838;11439,306;1922,399;1340,17;195,049;19975,575;2435,172;62,748;6,559;70523,96;108,295;67397,747;2182,963;66,102;768,853;69818,519;66,102;639,339;2376;106,0315059;92,14685058;85,6315872;152,6345279;109,2219616;83,48321661;59,03067004;30,44870187;55,4729023;106,2102225;1608232;203517;1246338;128420;754324;26454;20335;6119;350;19216;8898;4615;3397;2306;125863389,7;12921611,49;88527652,19;8747486,46;6868841,128;4236715,332;4558459,237;106,5429325;123616,6757;151;292983;1022356;922930;393857;32869;347154;933069;292993;372070;4932;105396;3112522;485,6721659

